treat,age,educ,black,hispan,married,nodegree,re74,re75,re78,weights
1,37,11,1,0,1,1,0,0,9930.046,1
1,22,9,0,1,0,1,0,0,3595.894,1
1,27,11,1,0,0,1,0,0,7506.146,1
1,22,9,1,0,0,1,0,0,4056.494,1
1,22,16,1,0,0,0,0,0,2164.022,1
1,33,12,0,0,1,0,0,0,12418.07,1
1,19,9,1,0,0,1,0,0,8173.908,1
1,21,13,1,0,0,0,0,0,17094.64,1
1,18,8,1,0,0,1,0,0,0,1
1,27,10,1,0,1,1,0,0,18739.93,1
1,17,7,1,0,0,1,0,0,3023.879,1
1,19,10,1,0,0,1,0,0,3228.503,1
1,23,10,1,0,0,1,0,0,7693.4,1
1,40,12,1,0,0,0,0,0,10804.32,1
1,26,12,1,0,0,0,0,0,10747.35,1
1,23,11,1,0,0,1,0,0,0,1
1,41,14,0,0,0,0,0,0,5149.501,1
1,38,9,0,0,0,1,0,0,6408.95,1
1,24,11,1,0,0,1,0,0,1991.4,1
1,29,11,1,0,1,1,0,0,9642.999,1
1,27,10,0,1,0,1,0,0,11142.87,1
1,25,11,1,0,1,1,0,0,1574.424,1
1,20,12,1,0,0,0,0,0,0,1
1,25,12,1,0,0,0,0,0,3191.753,1
1,42,14,1,0,0,0,0,0,20505.93,1
1,25,5,1,0,0,1,0,0,6181.88,1
1,23,12,1,0,1,0,0,0,5911.551,1
1,46,8,1,0,1,1,0,0,3094.156,1
1,24,10,1,0,0,1,0,0,0,1
1,21,12,1,0,0,0,0,0,1254.582,1
1,19,9,0,0,0,1,0,0,13188.83,1
1,18,8,0,1,1,1,0,0,2787.96,1
1,20,11,1,0,0,1,0,0,3972.54,1
1,25,11,1,0,1,1,0,0,0,1
1,17,8,1,0,0,1,0,0,0,1
1,25,5,1,0,0,1,0,0,12187.41,1
1,31,11,1,0,1,1,0,0,8087.487,1
1,30,11,1,0,1,1,0,0,590.7818,1
1,41,4,1,0,1,1,0,0,7284.986,1
1,22,11,0,0,0,1,0,0,1048.432,1
1,29,8,1,0,0,1,0,0,1923.938,1
1,35,10,1,0,0,1,0,0,4666.236,1
1,28,9,1,0,0,1,0,0,10694.29,1
1,23,7,0,0,0,1,0,0,0,1
1,45,5,1,0,1,1,0,0,8546.715,1
1,29,13,1,0,0,0,0,0,7479.656,1
1,27,9,1,0,0,1,0,0,0,1
1,46,13,1,0,0,0,0,0,647.2046,1
1,18,6,1,0,0,1,0,0,0,1
1,28,15,1,0,0,0,0,0,9598.541,1
1,25,11,0,0,0,1,0,0,18783.35,1
1,21,9,1,0,0,1,0,0,0,1
1,40,11,1,0,0,1,0,0,23005.6,1
1,22,11,1,0,0,1,0,0,6456.697,1
1,38,12,0,0,0,0,0,0,4941.849,1
1,38,11,1,0,0,1,0,0,0,1
1,23,8,0,1,0,1,0,0,3881.284,1
1,21,12,0,0,0,0,0,0,8048.603,1
1,31,11,1,0,1,1,0,0,14509.93,1
1,25,12,0,0,0,0,0,0,5587.503,1
1,18,9,1,0,0,1,0,0,4482.845,1
1,25,10,1,0,0,1,0,0,0,1
1,31,9,0,1,0,1,0,0,26817.6,1
1,24,10,1,0,0,1,0,0,0,1
1,26,10,1,0,0,1,0,0,9265.788,1
